Time,Displacement,Force,Tensile strain (Strain 1),Tensile stress
(s),(mm),(kN),(%),(MPa)
200.574,6.4559,7.0082,0.8662,117.8816
200.594,6.4565,7.0085,0.8666,117.8862
200.614,6.4572,7.0089,0.867,117.8923
200.634,6.4578,7.0093,0.8673,117.8995
200.654,6.4585,7.0097,0.8678,117.9062
200.674,6.4592,7.0102,0.8682,117.9138
200.694,6.4599,7.0107,0.8686,117.9232
200.714,6.4606,7.0113,0.869,117.933
200.734,6.4614,7.0118,0.8694,117.9413
200.754,6.4621,7.0122,0.8698,117.9475
200.774,6.4627,7.0125,0.8702,117.9529
200.794,6.4633,7.0127,0.8706,117.9568
200.814,6.464,7.013,0.8709,117.9615
200.834,6.4646,7.0134,0.8713,117.9682
200.854,6.4653,7.0137,0.8717,117.9743
200.874,6.466,7.014,0.8721,117.978
200.894,6.4666,7.0143,0.8725,117.9837
200.914,6.4673,7.0148,0.8729,117.9918
200.934,6.468,7.0154,0.8733,118.0019
200.954,6.4687,7.0159,0.8737,118.0109
200.974,6.4694,7.0163,0.8741,118.0178
200.994,6.4701,7.0166,0.8745,118.0227
201.014,6.4708,7.017,0.8749,118.0293
201.034,6.4714,7.0173,0.8753,118.0342
201.054,6.4721,7.0175,0.8756,118.0377
201.074,6.4727,7.0177,0.876,118.0409
201.094,6.4733,7.0179,0.8763,118.0444
201.114,6.4739,7.0181,0.8767,118.0472
201.134,6.4745,7.0184,0.8771,118.0529
201.154,6.4752,7.0188,0.8775,118.0586
201.174,6.4759,7.0192,0.8779,118.0657
201.194,6.4766,7.0197,0.8783,118.0738
201.214,6.4772,7.0201,0.8787,118.0809
201.234,6.4779,7.0206,0.8791,118.0896
201.254,6.4786,7.0209,0.8795,118.0946
201.274,6.4792,7.0212,0.8798,118.0996
201.294,6.4799,7.0214,0.8802,118.1035
201.314,6.4805,7.0217,0.8806,118.1078
201.334,6.4812,7.022,0.881,118.113
201.354,6.4818,7.0224,0.8813,118.1192
201.374,6.4825,7.0227,0.8817,118.1251
201.394,6.4831,7.0231,0.8821,118.1315
201.414,6.4838,7.0235,0.8825,118.1383
201.434,6.4845,7.024,0.8829,118.1474
201.454,6.4853,7.0246,0.8833,118.1569
201.474,6.486,7.025,0.8838,118.1641
201.494,6.4866,7.0255,0.8841,118.1713
201.514,6.4873,7.0258,0.8845,118.1776
201.534,6.488,7.0262,0.8849,118.1842
201.554,6.4886,7.0266,0.8853,118.19
201.574,6.4893,7.0269,0.8857,118.1951
201.594,6.4899,7.0272,0.8861,118.2003
201.614,6.4906,7.0276,0.8864,118.2079
201.634,6.4913,7.028,0.8869,118.2146
201.654,6.492,7.0284,0.8873,118.2213
201.674,6.4926,7.0288,0.8876,118.2279
201.694,6.4933,7.0291,0.888,118.233
201.714,6.494,7.0295,0.8884,118.2397
201.734,6.4946,7.0299,0.8888,118.2468
201.754,6.4953,7.0302,0.8892,118.2518
201.774,6.4959,7.0305,0.8896,118.256
201.794,6.4966,7.0307,0.8899,118.2594
201.814,6.4972,7.031,0.8903,118.264
201.834,6.4979,7.0313,0.8907,118.27
201.854,6.4985,7.0318,0.8911,118.278
201.874,6.4992,7.0322,0.8915,118.2851
201.894,6.4999,7.0326,0.8919,118.292
201.914,6.5006,7.0331,0.8923,118.3005
201.934,6.5013,7.0337,0.8927,118.3107
201.954,6.502,7.0342,0.8931,118.3178
201.974,6.5027,7.0345,0.8935,118.3237
201.994,6.5033,7.0348,0.8939,118.3281
202.014,6.504,7.035,0.8943,118.3318
202.034,6.5046,7.0354,0.8946,118.338
202.054,6.5053,7.0357,0.895,118.3431
202.074,6.5059,7.0359,0.8954,118.3469
202.094,6.5066,7.0363,0.8958,118.3534
202.114,6.5072,7.0366,0.8962,118.3593
202.134,6.5079,7.037,0.8966,118.3662
202.154,6.5086,7.0376,0.897,118.3755
202.174,6.5093,7.038,0.8974,118.3822
202.194,6.51,7.0383,0.8978,118.3872
202.214,6.5107,7.0387,0.8982,118.3945
202.234,6.5113,7.0391,0.8986,118.4002
202.254,6.512,7.0394,0.8989,118.4057
202.274,6.5126,7.0396,0.8993,118.4089
202.294,6.5132,7.0397,0.8996,118.4105
202.314,6.5138,7.0399,0.9,118.4147
202.334,6.5145,7.0402,0.9004,118.42
202.354,6.5152,7.0407,0.9008,118.4274
202.374,6.5159,7.0411,0.9012,118.4344
202.394,6.5165,7.0416,0.9016,118.4421
202.414,6.5172,7.042,0.902,118.4496
202.434,6.5179,7.0425,0.9024,118.4576
202.454,6.5186,7.043,0.9028,118.4657
202.474,6.5193,7.0433,0.9032,118.4712
202.494,6.5199,7.0435,0.9036,118.4751
202.514,6.5206,7.0438,0.9039,118.4801
202.534,6.5213,7.0442,0.9043,118.4863
202.554,6.5219,7.0446,0.9047,118.4936
202.574,6.5226,7.045,0.9051,118.5007
202.594,6.5232,7.0453,0.9055,118.5057
202.614,6.5239,7.0456,0.9059,118.5108
202.634,6.5246,7.0462,0.9063,118.5198
202.654,6.5253,7.0467,0.9067,118.5284
202.674,6.526,7.0472,0.9071,118.5367
202.694,6.5267,7.0476,0.9075,118.5437
202.714,6.5274,7.048,0.9079,118.5496
202.734,6.528,7.0484,0.9083,118.5564
202.754,6.5287,7.0487,0.9087,118.5622
202.774,6.5294,7.049,0.9091,118.5668
202.794,6.53,7.0493,0.9094,118.5716
202.814,6.5307,7.0497,0.9098,118.5784
202.834,6.5314,7.0501,0.9102,118.5863
202.854,6.532,7.0505,0.9106,118.5932
202.874,6.5327,7.0508,0.911,118.5969
202.894,6.5333,7.0511,0.9114,118.6021
202.914,6.534,7.0514,0.9118,118.6074
202.934,6.5347,7.0517,0.9121,118.6132
202.954,6.5353,7.052,0.9125,118.6171
202.974,6.5359,7.0522,0.9129,118.6211
202.994,6.5365,7.0524,0.9132,118.6245
203.014,6.5372,7.0527,0.9136,118.6298
203.034,6.5378,7.053,0.914,118.6344
203.054,6.5385,7.0534,0.9144,118.6413
203.074,6.5391,7.0538,0.9148,118.6476
203.094,6.5398,7.0542,0.9152,118.654
203.114,6.5405,7.0546,0.9156,118.6619
203.134,6.5412,7.0552,0.916,118.671
203.154,6.5419,7.0556,0.9164,118.6788
203.174,6.5426,7.056,0.9168,118.6858
203.194,6.5433,7.0563,0.9172,118.6893
203.214,6.5439,7.0565,0.9175,118.6933
203.234,6.5446,7.0568,0.9179,118.6991
203.254,6.5452,7.0572,0.9183,118.7046
203.274,6.5459,7.0576,0.9187,118.7112
203.294,6.5465,7.0578,0.9191,118.7155
203.314,6.5472,7.0582,0.9195,118.7222
203.334,6.5479,7.0588,0.9199,118.7315
203.354,6.5486,7.0593,0.9203,118.74
203.374,6.5494,7.0598,0.9207,118.7482
203.394,6.55,7.0601,0.9211,118.7546
203.414,6.5507,7.0604,0.9215,118.7596
203.434,6.5514,7.0609,0.9219,118.7667
203.454,6.552,7.0612,0.9223,118.7724
203.474,6.5527,7.0613,0.9227,118.775
203.494,6.5533,7.0615,0.923,118.7782
203.514,6.5539,7.0617,0.9234,118.7815
203.534,6.5545,7.062,0.9237,118.7864
203.554,6.5552,7.0625,0.9241,118.7937
203.574,6.5559,7.0629,0.9245,118.8013
203.594,6.5566,7.0634,0.9249,118.8096
203.614,6.5573,7.0639,0.9253,118.8181
203.634,6.558,7.0644,0.9258,118.8254
203.654,6.5587,7.0647,0.9262,118.8312
203.674,6.5593,7.065,0.9265,118.8358
203.694,6.56,7.0652,0.9269,118.8391
203.714,6.5606,7.0655,0.9273,118.844
203.734,6.5613,7.0657,0.9277,118.8489
203.754,6.562,7.0662,0.9281,118.8562
203.774,6.5626,7.0666,0.9285,118.8625
203.794,6.5632,7.0668,0.9288,118.8671
203.814,6.5639,7.0672,0.9292,118.8734
203.834,6.5646,7.0677,0.9296,118.8819
203.854,6.5653,7.0683,0.93,118.8912
203.874,6.566,7.0688,0.9305,118.8995
203.894,6.5667,7.0691,0.9308,118.9051
203.914,6.5673,7.0693,0.9312,118.9088
203.934,6.568,7.0696,0.9316,118.9132
203.954,6.5686,7.0698,0.932,118.9177
203.974,6.5693,7.0701,0.9323,118.9219
203.994,6.5699,7.0704,0.9327,118.9272
204.014,6.5706,7.0708,0.9331,118.9331
204.034,6.5712,7.0712,0.9335,118.9401
204.054,6.5719,7.0715,0.9339,118.9457
204.074,6.5726,7.0718,0.9343,118.9511
204.094,6.5733,7.0722,0.9347,118.9575
204.114,6.5739,7.0726,0.9351,118.9635
204.134,6.5746,7.073,0.9355,118.9709
204.154,6.5753,7.0734,0.9358,118.9772
204.174,6.5759,7.0737,0.9362,118.9826
204.194,6.5766,7.074,0.9366,118.9872
204.214,6.5772,7.0742,0.937,118.9911
204.234,6.5778,7.0745,0.9373,118.9958
204.254,6.5785,7.0748,0.9377,119.0012
204.274,6.5792,7.0751,0.9381,119.0067
204.294,6.5799,7.0756,0.9385,119.0149
204.314,6.5806,7.0761,0.9389,119.0237
204.334,6.5813,7.0767,0.9393,119.0327
204.354,6.582,7.0772,0.9398,119.0418
204.374,6.5827,7.0776,0.9402,119.0481
204.394,6.5834,7.0779,0.9406,119.0533
204.414,6.584,7.0782,0.9409,119.0583
204.434,6.5847,7.0785,0.9413,119.0632
204.454,6.5853,7.0788,0.9417,119.0692
204.474,6.586,7.0791,0.9421,119.0735
204.494,6.5866,7.0794,0.9425,119.0778
204.514,6.5873,7.0797,0.9428,119.0841
204.534,6.588,7.0802,0.9432,119.0919
204.554,6.5887,7.0807,0.9437,119.0998
204.574,6.5894,7.0811,0.9441,119.1076
204.594,6.5901,7.0815,0.9445,119.1145
204.614,6.5907,7.0818,0.9449,119.1197
204.634,6.5914,7.0823,0.9453,119.1268
204.654,6.5921,7.0826,0.9456,119.1325
204.674,6.5927,7.0828,0.946,119.1365
204.694,6.5933,7.0829,0.9464,119.1378
204.714,6.5939,7.083,0.9467,119.1398
204.734,6.5946,7.0833,0.9471,119.1449
204.754,6.5952,7.0837,0.9475,119.1508
204.774,6.5959,7.084,0.9479,119.1566
204.794,6.5966,7.0844,0.9483,119.1624
204.814,6.5972,7.0847,0.9487,119.1678
204.834,6.5979,7.0852,0.9491,119.1768
204.854,6.5986,7.0856,0.9494,119.1834
204.874,6.5993,7.0859,0.9498,119.1881
204.894,6.5999,7.0862,0.9502,119.1924
204.914,6.6005,7.0864,0.9506,119.1966
204.934,6.6012,7.0868,0.951,119.2023
204.954,6.6019,7.0871,0.9514,119.2086
204.974,6.6026,7.0874,0.9518,119.2139
204.994,6.6032,7.0877,0.9521,119.2185
205.014,6.6038,7.088,0.9525,119.2232
205.034,6.6045,7.0884,0.9529,119.2299
205.054,6.6052,7.089,0.9533,119.2399
205.074,6.606,7.0894,0.9537,119.2469
205.094,6.6066,7.0898,0.9541,119.2532
205.114,6.6073,7.0901,0.9545,119.2593
205.134,6.608,7.0904,0.9549,119.2636
205.154,6.6086,7.0908,0.9553,119.27
205.174,6.6093,7.0912,0.9557,119.2763
205.194,6.6099,7.0914,0.9561,119.2805
205.214,6.6106,7.0918,0.9564,119.2872
205.234,6.6113,7.0921,0.9568,119.2918
205.254,6.612,7.0925,0.9573,119.2989
205.274,6.6127,7.093,0.9576,119.3068
205.294,6.6133,7.0932,0.958,119.3108
205.314,6.6139,7.0935,0.9584,119.3164
205.334,6.6146,7.0939,0.9588,119.3221
205.354,6.6153,7.0943,0.9592,119.3285
205.374,6.6159,7.0946,0.9596,119.3342
205.394,6.6166,7.0948,0.9599,119.3375
205.414,6.6172,7.0951,0.9603,119.3419
205.434,6.6179,7.0955,0.9607,119.3489
205.454,6.6185,7.0958,0.9611,119.3541
205.474,6.6192,7.0962,0.9615,119.362
205.494,6.6199,7.0967,0.9619,119.3693
205.514,6.6206,7.0971,0.9623,119.3757
205.534,6.6213,7.0976,0.9627,119.3842
205.554,6.622,7.0981,0.9631,119.3928
205.574,6.6227,7.0985,0.9635,119.3996
205.594,6.6234,7.0988,0.9639,119.4045
205.614,6.624,7.0989,0.9643,119.406
205.634,6.6246,7.0991,0.9646,119.4105
205.654,6.6253,7.0995,0.965,119.4165
205.674,6.6259,7.0997,0.9654,119.4206
205.694,6.6266,7.1001,0.9658,119.427
205.714,6.6272,7.1004,0.9661,119.4319
205.734,6.6279,7.1008,0.9665,119.4385
205.754,6.6286,7.1013,0.967,119.447
205.774,6.6293,7.1018,0.9674,119.4551
205.794,6.63,7.1021,0.9678,119.4612
205.814,6.6307,7.1025,0.9681,119.4664
205.834,6.6313,7.1028,0.9685,119.4715
205.854,6.632,7.103,0.9689,119.4763
205.874,6.6326,7.1033,0.9693,119.48
205.894,6.6333,7.1035,0.9697,119.4833
205.914,6.6339,7.1037,0.97,119.4871
205.934,6.6345,7.1039,0.9704,119.4904
205.954,6.6352,7.1042,0.9708,119.4964
205.974,6.6358,7.1046,0.9712,119.5025
205.994,6.6365,7.1051,0.9716,119.5101
206.014,6.6372,7.1056,0.972,119.5193
206.034,6.6379,7.1061,0.9724,119.5271
206.054,6.6386,7.1065,0.9728,119.5343
206.074,6.6393,7.1068,0.9732,119.5402
206.094,6.64,7.1071,0.9736,119.5453
206.114,6.6406,7.1075,0.974,119.5506
206.134,6.6413,7.1078,0.9743,119.5564
206.154,6.642,7.1082,0.9747,119.5627
206.174,6.6426,7.1086,0.9751,119.5694
206.194,6.6433,7.1088,0.9755,119.573
206.214,6.6439,7.1091,0.9759,119.5776
206.234,6.6446,7.1095,0.9763,119.5849
206.254,6.6453,7.11,0.9767,119.5928
206.274,6.6461,7.1105,0.9771,119.6013
206.294,6.6468,7.1109,0.9775,119.6089
206.314,6.6474,7.1112,0.9779,119.6142
206.334,6.6481,7.1115,0.9783,119.6189
206.354,6.6487,7.1118,0.9787,119.6234
206.374,6.6494,7.1121,0.9791,119.6286
206.394,6.65,7.1124,0.9794,119.6332
206.414,6.6507,7.1126,0.9798,119.6372
206.434,6.6513,7.113,0.9802,119.6435
206.454,6.652,7.1135,0.9806,119.6523
206.474,6.6527,7.1138,0.981,119.6574
206.494,6.6533,7.1141,0.9814,119.6618
206.514,6.654,7.1144,0.9818,119.6668
206.534,6.6547,7.1147,0.9821,119.6725
206.554,6.6553,7.115,0.9825,119.6779
206.574,6.656,7.1153,0.9829,119.6818
206.594,6.6566,7.1155,0.9833,119.6861
206.614,6.6572,7.1157,0.9836,119.6892
206.634,6.6578,7.1158,0.984,119.6915
206.654,6.6585,7.1162,0.9844,119.6981
206.674,6.6591,7.1166,0.9848,119.705
206.694,6.6598,7.117,0.9852,119.7104
206.714,6.6605,7.1173,0.9855,119.7165
206.734,6.6612,7.1176,0.9859,119.7219
206.754,6.6619,7.1181,0.9864,119.7298
206.774,6.6626,7.1187,0.9868,119.7391
206.794,6.6633,7.119,0.9872,119.7443
206.814,6.6639,7.1193,0.9875,119.7491
206.834,6.6646,7.1195,0.9879,119.7534
206.854,6.6652,7.1199,0.9883,119.7593
206.874,6.6659,7.1202,0.9887,119.7655
206.894,6.6665,7.1206,0.9891,119.771
206.914,6.6672,7.1209,0.9895,119.7765
206.934,6.6679,7.1212,0.9898,119.7815
206.954,6.6686,7.1216,0.9903,119.7887
206.974,6.6693,7.1222,0.9907,119.7979
206.994,6.67,7.1227,0.9911,119.8068
207.014,6.6706,7.123,0.9915,119.8127
207.034,6.6713,7.1234,0.9919,119.8189
207.054,6.672,7.1237,0.9923,119.8246
207.074,6.6727,7.1241,0.9926,119.8298
207.094,6.6733,7.1243,0.993,119.833
207.114,6.6739,7.1243,0.9934,119.8341
207.134,6.6745,7.1246,0.9937,119.8393
207.154,6.6752,7.125,0.9941,119.8454
207.174,6.6759,7.1254,0.9945,119.852
207.194,6.6766,7.1258,0.9949,119.8585
207.214,6.6772,7.1262,0.9953,119.8657
207.234,6.6779,7.1265,0.9957,119.8704
207.254,6.6786,7.1268,0.9961,119.8766
207.274,6.6793,7.1273,0.9965,119.8839
207.294,6.68,7.1276,0.9969,119.8898
207.314,6.6806,7.1279,0.9973,119.8948
207.334,6.6813,7.1282,0.9977,119.899
207.354,6.6819,7.1286,0.9981,119.9067
207.374,6.6826,7.129,0.9984,119.9131
207.394,6.6833,7.1292,0.9988,119.917
207.414,6.6839,7.1294,0.9992,119.9199
207.434,6.6846,7.1298,0.9996,119.926
207.454,6.6853,7.1303,1,119.9344
207.474,6.686,7.1309,1.0004,119.944
207.494,6.6867,7.1312,1.0008,119.9506
207.514,6.6873,7.1315,1.0012,119.9553
207.534,6.688,7.1317,1.0016,119.9589
207.554,6.6886,7.1321,1.002,119.9645
207.574,6.6893,7.1324,1.0023,119.9695
207.594,6.6899,7.1326,1.0027,119.9729
207.614,6.6906,7.1329,1.0031,119.9777
207.634,6.6913,7.1332,1.0035,119.983
207.654,6.6919,7.1336,1.0039,119.9901
207.674,6.6926,7.1341,1.0043,119.9982
207.694,6.6933,7.1344,1.0047,120.0033
207.714,6.694,7.1346,1.0051,120.0078
207.734,6.6946,7.135,1.0055,120.0135
207.754,6.6953,7.1353,1.0058,120.0191
207.774,6.696,7.1356,1.0062,120.024
207.794,6.6966,7.1359,1.0066,120.0294
207.814,6.6972,7.1361,1.007,120.0319
207.834,6.6979,7.1363,1.0073,120.0364
207.854,6.6985,7.1367,1.0077,120.0425
207.874,6.6992,7.137,1.0081,120.048
207.894,6.6999,7.1375,1.0085,120.0557
207.914,6.7006,7.1379,1.0089,120.0627
207.934,6.7013,7.1384,1.0093,120.0703
207.954,6.702,7.1389,1.0098,120.079
207.974,6.7027,7.1393,1.0102,120.087
207.994,6.7034,7.1397,1.0106,120.0923
208.014,6.704,7.1398,1.0109,120.095
208.034,6.7046,7.14,1.0113,120.0982
208.054,6.7053,7.1404,1.0117,120.1044
208.074,6.7059,7.1407,1.0121,120.1104
208.094,6.7066,7.141,1.0124,120.1151
208.114,6.7073,7.1413,1.0128,120.1197
208.134,6.7079,7.1416,1.0132,120.1253
208.154,6.7086,7.1422,1.0136,120.1342
208.174,6.7094,7.1428,1.014,120.1442
208.194,6.7101,7.1432,1.0145,120.1514
208.214,6.7107,7.1435,1.0149,120.1575
208.234,6.7114,7.1438,1.0152,120.1615
208.254,6.7121,7.1441,1.0156,120.1672
208.274,6.7127,7.1445,1.016,120.1734
208.294,6.7133,7.1446,1.0164,120.176
208.314,6.7139,7.1447,1.0167,120.1774
208.334,6.7145,7.1449,1.0171,120.1796
208.354,6.7152,7.1451,1.0174,120.1845
208.374,6.7159,7.1456,1.0178,120.1918
208.394,6.7165,7.146,1.0182,120.1984
208.414,6.7172,7.1463,1.0186,120.2044
208.434,6.7179,7.1467,1.019,120.2114
208.454,6.7186,7.1471,1.0194,120.2165
208.474,6.7193,7.1475,1.0198,120.2242
208.494,6.72,7.1479,1.0202,120.2301
208.514,6.7206,7.1481,1.0206,120.2341
208.534,6.7212,7.1483,1.021,120.2373
208.554,6.7219,7.1486,1.0214,120.2424
208.574,6.7225,7.149,1.0217,120.2491
208.594,6.7232,7.1492,1.0221,120.252
208.614,6.7238,7.1494,1.0225,120.2558
208.634,6.7245,7.1497,1.0229,120.2618
208.654,6.7252,7.1502,1.0233,120.2687
208.674,6.7259,7.1507,1.0237,120.2777
208.694,6.7266,7.1512,1.0241,120.286
208.714,6.7273,7.1516,1.0245,120.2923
208.734,6.728,7.1518,1.0249,120.2972
208.754,6.7286,7.1522,1.0253,120.3024
208.774,6.7293,7.1525,1.0257,120.3078
208.794,6.7299,7.1528,1.0261,120.3137
208.814,6.7306,7.1531,1.0264,120.3183
208.834,6.7312,7.1533,1.0268,120.3219
208.854,6.7319,7.1537,1.0272,120.3278
208.874,6.7326,7.1541,1.0276,120.3349
208.894,6.7333,7.1545,1.028,120.3425
208.914,6.7339,7.1549,1.0284,120.3479
208.934,6.7346,7.1551,1.0288,120.3511
208.954,6.7353,7.1554,1.0292,120.3575
208.974,6.736,7.1559,1.0296,120.3651
208.994,6.7366,7.1562,1.03,120.3708
209.014,6.7373,7.1565,1.0303,120.3751
209.034,6.7379,7.1566,1.0307,120.3778
209.054,6.7385,7.1569,1.0311,120.3825
209.074,6.7392,7.1574,1.0315,120.3905
209.094,6.7399,7.1578,1.0319,120.3965
209.114,6.7406,7.1581,1.0322,120.4021
209.134,6.7412,7.1584,1.0326,120.4081
209.154,6.742,7.1589,1.0331,120.4158
209.174,6.7427,7.1594,1.0335,120.4236
209.194,6.7434,7.1597,1.0339,120.4297
209.214,6.744,7.16,1.0343,120.4335
209.234,6.7447,7.1602,1.0346,120.437
209.254,6.7453,7.1605,1.035,120.4431
209.274,6.746,7.1609,1.0354,120.45
209.294,6.7466,7.1613,1.0358,120.4554
209.314,6.7473,7.1615,1.0362,120.4594
209.334,6.7479,7.1618,1.0365,120.4652
209.354,6.7486,7.1622,1.0369,120.471
209.374,6.7493,7.1626,1.0373,120.4786
209.394,6.75,7.1631,1.0377,120.4869
209.414,6.7506,7.1634,1.0381,120.4913
209.434,6.7513,7.1636,1.0385,120.4953
209.454,6.752,7.164,1.0389,120.5015
209.474,6.7526,7.1643,1.0393,120.5067
209.494,6.7533,7.1646,1.0397,120.5114
209.514,6.7539,7.1647,1.04,120.5134
209.534,6.7545,7.1647,1.0404,120.5137
209.554,6.7551,7.165,1.0407,120.5179
209.574,6.7558,7.1653,1.0411,120.5232
209.594,6.7565,7.1657,1.0415,120.5305
209.614,6.7572,7.1663,1.0419,120.5399
209.634,6.7579,7.1667,1.0423,120.547
209.654,6.7586,7.1671,1.0427,120.5541
209.674,6.7593,7.1675,1.0432,120.56
209.694,6.7599,7.1679,1.0435,120.5668
209.714,6.7606,7.1682,1.0439,120.572
209.734,6.7612,7.1684,1.0443,120.5761
209.754,6.7619,7.1688,1.0447,120.5816
209.774,6.7626,7.1692,1.0451,120.5897
209.794,6.7633,7.1695,1.0455,120.5943
209.814,6.7639,7.1697,1.0459,120.5982
209.834,6.7646,7.17,1.0463,120.6026
209.854,6.7653,7.1705,1.0467,120.6103
209.874,6.766,7.171,1.0471,120.6195
209.894,6.7667,7.1715,1.0475,120.627
209.914,6.7674,7.1717,1.0479,120.6318
209.934,6.7681,7.1721,1.0483,120.6372
209.954,6.7687,7.1723,1.0487,120.6409
209.974,6.7694,7.1727,1.0491,120.6473
209.994,6.77,7.1729,1.0494,120.6507
210.014,6.7707,7.1731,1.0498,120.6539
210.034,6.7713,7.1733,1.0502,120.6577
210.054,6.772,7.1736,1.0506,120.6632
210.074,6.7727,7.1741,1.051,120.671
210.094,6.7734,7.1745,1.0514,120.6774
210.114,6.774,7.1747,1.0518,120.6812
210.134,6.7747,7.1749,1.0522,120.6852
210.154,6.7753,7.1753,1.0525,120.6916
210.174,6.776,7.1755,1.0529,120.6954
210.194,6.7766,7.1759,1.0533,120.7011
210.214,6.7772,7.176,1.0536,120.7026
210.234,6.7779,7.1761,1.054,120.7044
210.254,6.7785,7.1763,1.0544,120.708
210.274,6.7792,7.1766,1.0548,120.7134
210.294,6.7798,7.1769,1.0552,120.7194
210.314,6.7805,7.1773,1.0555,120.726
210.334,6.7812,7.1777,1.0559,120.7319
210.354,6.7819,7.1782,1.0564,120.7406
210.374,6.7826,7.1786,1.0568,120.7477
210.394,6.7833,7.179,1.0572,120.7547
210.414,6.784,7.1793,1.0576,120.7594
210.434,6.7846,7.1795,1.0579,120.7616
210.454,6.7852,7.1797,1.0583,120.7652
210.474,6.7859,7.18,1.0587,120.771
210.494,6.7865,7.1804,1.0591,120.7772
210.514,6.7872,7.1807,1.0594,120.7819
210.534,6.7879,7.181,1.0598,120.7875
210.554,6.7885,7.1814,1.0602,120.7937
210.574,6.7893,7.1819,1.0607,120.802
210.594,6.79,7.1824,1.0611,120.8104
210.614,6.7907,7.1828,1.0615,120.8184
210.634,6.7914,7.1831,1.0619,120.823
210.654,6.792,7.1834,1.0623,120.8283
210.674,6.7927,7.1838,1.0627,120.835
210.694,6.7934,7.184,1.063,120.8386
210.714,6.794,7.1841,1.0634,120.8405
210.734,6.7946,7.1842,1.0637,120.8421
210.754,6.7952,7.1844,1.0641,120.8453
210.774,6.7958,7.1848,1.0645,120.8511
210.794,6.7965,7.1852,1.0649,120.8579
210.814,6.7972,7.1856,1.0653,120.865
210.834,6.7979,7.186,1.0657,120.8725
210.854,6.7986,7.1865,1.0661,120.8793
210.874,6.7993,7.1868,1.0665,120.8857
210.894,6.8,7.1872,1.0669,120.8914
210.914,6.8006,7.1875,1.0673,120.897
210.934,6.8013,7.1878,1.0677,120.9022
210.954,6.8019,7.1881,1.068,120.9064
210.974,6.8026,7.1884,1.0684,120.912
210.994,6.8033,7.1886,1.0688,120.9159
211.014,6.8039,7.1889,1.0692,120.92
211.034,6.8046,7.1891,1.0696,120.9236
211.054,6.8052,7.1895,1.07,120.9306
211.074,6.8059,7.19,1.0704,120.9393
211.094,6.8067,7.1905,1.0708,120.9469
211.114,6.8074,7.1908,1.0712,120.9526
211.134,6.808,7.1911,1.0716,120.9576
211.154,6.8087,7.1913,1.072,120.9616
211.174,6.8093,7.1916,1.0723,120.9652
211.194,6.81,7.1919,1.0727,120.9706
211.214,6.8106,7.1922,1.0731,120.9758
211.234,6.8113,7.1923,1.0735,120.9784
211.254,6.8119,7.1927,1.0739,120.9851
211.274,6.8126,7.1932,1.0743,120.9935
211.294,6.8133,7.1935,1.0747,120.9984
211.314,6.8139,7.1938,1.0751,121.0032
211.334,6.8146,7.1939,1.0754,121.0053
211.354,6.8153,7.1944,1.0758,121.0123
211.374,6.816,7.1948,1.0762,121.0204
211.394,6.8166,7.1951,1.0766,121.0249
211.414,6.8173,7.1953,1.077,121.0275
211.434,6.8179,7.1954,1.0773,121.0297
211.454,6.8185,7.1956,1.0777,121.0329
211.474,6.8192,7.1959,1.0781,121.0388
211.494,6.8199,7.1963,1.0785,121.0451
211.514,6.8205,7.1967,1.0789,121.0522
211.534,6.8212,7.1971,1.0793,121.059
211.554,6.8219,7.1976,1.0797,121.0661
211.574,6.8227,7.1981,1.0801,121.0749
211.594,6.8234,7.1986,1.0806,121.0831
211.614,6.8241,7.1989,1.081,121.088
211.634,6.8247,7.1991,1.0813,121.0925
211.654,6.8254,7.1993,1.0817,121.0954
211.674,6.826,7.1995,1.0821,121.0994
211.694,6.8267,7.1998,1.0825,121.1042
211.714,6.8273,7.2,1.0828,121.1075
211.734,6.8279,7.2003,1.0832,121.1123
211.754,6.8286,7.2007,1.0836,121.1189
211.774,6.8293,7.2011,1.084,121.125
211.794,6.8301,7.2016,1.0844,121.1337
211.814,6.8307,7.202,1.0848,121.1405
211.834,6.8314,7.2023,1.0852,121.1462
211.854,6.8321,7.2027,1.0856,121.1528
211.874,6.8328,7.203,1.086,121.1578
211.894,6.8334,7.2032,1.0864,121.1615
211.914,6.8341,7.2034,1.0868,121.1644
211.934,6.8347,7.2035,1.0871,121.1667
211.954,6.8353,7.2038,1.0875,121.1706
211.974,6.8359,7.2039,1.0879,121.1731
211.994,6.8366,7.2042,1.0882,121.1781
212.014,6.8372,7.2046,1.0886,121.1846
212.034,6.8379,7.2049,1.089,121.1893
212.054,6.8386,7.2053,1.0894,121.1959
212.074,6.8392,7.2057,1.0898,121.2023
212.094,6.8399,7.2059,1.0902,121.2071
