1,Time,Displacement,Force,Tensile strain (Strain 1),Tensile stress
,(s),(mm),(kN),(%),(MPa)
"","6.5200","0.2153","0.4086","0.0025","19.2051"
"","6.5400","0.2160","0.4099","0.0023","19.2628"
"","6.5600","0.2167","0.4110","0.0019","19.3176"
"","6.5800","0.2173","0.4122","0.0017","19.3712"
"","6.6000","0.2180","0.4134","0.0015","19.4285"
"","6.6200","0.2187","0.4147","0.0037","19.4884"
"","6.6400","0.2194","0.4160","0.0055","19.5491"
"","6.6600","0.2201","0.4173","0.0057","19.6104"
"","6.6800","0.2208","0.4185","0.0055","19.6690"
"","6.7000","0.2215","0.4196","0.0049","19.7222"
"","6.7200","0.2222","0.4208","0.0047","19.7775"
"","6.7400","0.2228","0.4220","0.0044","19.8341"
"","6.7600","0.2235","0.4231","0.0041","19.8858"
"","6.7800","0.2241","0.4241","0.0039","19.9333"
"","6.8000","0.2248","0.4253","0.0034","19.9889"
"","6.8200","0.2254","0.4265","0.0031","20.0435"
"","6.8400","0.2261","0.4277","0.0030","20.1019"
"","6.8600","0.2268","0.4289","0.0025","20.1598"
"","6.8800","0.2275","0.4302","0.0025","20.2164"
"","6.9000","0.2282","0.4313","0.0050","20.2726"
"","6.9200","0.2288","0.4324","0.0066","20.3240"
"","6.9400","0.2295","0.4335","0.0068","20.3743"
"","6.9600","0.2301","0.4346","0.0064","20.4277"
"","6.9800","0.2308","0.4358","0.0059","20.4804"
"","7.0000","0.2314","0.4368","0.0053","20.5293"
"","7.0200","0.2320","0.4379","0.0051","20.5815"
"","7.0400","0.2327","0.4390","0.0048","20.6332"
"","7.0600","0.2334","0.4401","0.0045","20.6860"
"","7.0800","0.2340","0.4414","0.0043","20.7430"
"","7.1000","0.2347","0.4426","0.0039","20.8017"
"","7.1200","0.2355","0.4439","0.0038","20.8620"
"","7.1400","0.2362","0.4451","0.0035","20.9175"
"","7.1600","0.2369","0.4462","0.0042","20.9720"
"","7.1800","0.2375","0.4474","0.0066","21.0249"
"","7.2000","0.2382","0.4484","0.0076","21.0755"
"","7.2200","0.2388","0.4495","0.0075","21.1278"
"","7.2400","0.2395","0.4506","0.0072","21.1782"
"","7.2600","0.2401","0.4517","0.0066","21.2288"
"","7.2800","0.2408","0.4528","0.0062","21.2818"
"","7.3000","0.2414","0.4539","0.0060","21.3348"
"","7.3200","0.2421","0.4551","0.0057","21.3880"
"","7.3400","0.2428","0.4563","0.0055","21.4458"
"","7.3600","0.2435","0.4575","0.0051","21.5009"
"","7.3800","0.2441","0.4586","0.0049","21.5519"
"","7.4000","0.2448","0.4596","0.0047","21.6025"
"","7.4200","0.2455","0.4607","0.0045","21.6538"
"","7.4400","0.2461","0.4620","0.0049","21.7115"
"","7.4600","0.2468","0.4631","0.0071","21.7649"
"","7.4800","0.2474","0.4641","0.0084","21.8123"
"","7.5000","0.2480","0.4651","0.0085","21.8610"
"","7.5200","0.2486","0.4662","0.0080","21.9113"
"","7.5400","0.2493","0.4673","0.0078","21.9609"
"","7.5600","0.2500","0.4684","0.0076","22.0160"
"","7.5800","0.2507","0.4696","0.0073","22.0698"
"","7.6000","0.2514","0.4708","0.0068","22.1270"
"","7.6200","0.2521","0.4721","0.0065","22.1857"
"","7.6400","0.2528","0.4732","0.0064","22.2389"
"","7.6600","0.2534","0.4743","0.0062","22.2909"
"","7.6800","0.2541","0.4755","0.0059","22.3462"
"","7.7000","0.2547","0.4765","0.0058","22.3949"
"","7.7200","0.2554","0.4776","0.0056","22.4457"
"","7.7400","0.2560","0.4787","0.0078","22.5004"
"","7.7600","0.2567","0.4799","0.0096","22.5536"
"","7.7800","0.2574","0.4810","0.0099","22.6051"
"","7.8000","0.2580","0.4821","0.0096","22.6579"
"","7.8200","0.2587","0.4833","0.0091","22.7138"
"","7.8400","0.2595","0.4845","0.0089","22.7712"
"","7.8600","0.2602","0.4857","0.0084","22.8272"
"","7.8800","0.2609","0.4869","0.0080","22.8834"
"","7.9000","0.2615","0.4880","0.0078","22.9364"
"","7.9200","0.2622","0.4891","0.0077","22.9876"
"","7.9400","0.2629","0.4903","0.0075","23.0414"
"","7.9600","0.2635","0.4913","0.0072","23.0904"
"","7.9800","0.2642","0.4923","0.0069","23.1394"
"","8.0000","0.2648","0.4935","0.0066","23.1918"
"","8.0200","0.2655","0.4945","0.0080","23.2421"
"","8.0400","0.2662","0.4957","0.0101","23.2971"
"","8.0600","0.2669","0.4969","0.0109","23.3514"
"","8.0800","0.2675","0.4980","0.0107","23.4042"
"","8.1000","0.2682","0.4991","0.0101","23.4575"
"","8.1200","0.2689","0.5002","0.0098","23.5105"
"","8.1400","0.2695","0.5013","0.0096","23.5599"
"","8.1600","0.2702","0.5023","0.0095","23.6088"
"","8.1800","0.2708","0.5033","0.0091","23.6556"
"","8.2000","0.2714","0.5044","0.0087","23.7049"
"","8.2200","0.2720","0.5054","0.0085","23.7543"
"","8.2400","0.2727","0.5064","0.0082","23.8011"
"","8.2600","0.2733","0.5075","0.0079","23.8538"
"","8.2800","0.2740","0.5086","0.0077","23.9052"
"","8.3000","0.2747","0.5097","0.0082","23.9531"
"","8.3200","0.2754","0.5109","0.0106","24.0115"
"","8.3400","0.2761","0.5121","0.0120","24.0675"
"","8.3600","0.2768","0.5133","0.0120","24.1225"
"","8.3800","0.2775","0.5144","0.0116","24.1780"
"","8.4000","0.2781","0.5156","0.0112","24.2305"
"","8.4200","0.2788","0.5166","0.0107","24.2778"
"","8.4400","0.2794","0.5175","0.0105","24.3230"
"","8.4600","0.2801","0.5186","0.0104","24.3753"
"","8.4800","0.2807","0.5197","0.0101","24.4249"
"","8.5000","0.2814","0.5208","0.0099","24.4762"
"","8.5200","0.2821","0.5220","0.0097","24.5326"
"","8.5400","0.2828","0.5231","0.0094","24.5859"
"","8.5600","0.2835","0.5243","0.0091","24.6403"
"","8.5800","0.2842","0.5254","0.0088","24.6928"
"","8.6000","0.2848","0.5266","0.0106","24.7473"
"","8.6200","0.2855","0.5276","0.0128","24.7972"
"","8.6400","0.2862","0.5286","0.0133","24.8452"
"","8.6600","0.2868","0.5297","0.0132","24.8951"
"","8.6800","0.2875","0.5307","0.0127","24.9438"
"","8.7000","0.2881","0.5319","0.0123","24.9969"
"","8.7200","0.2887","0.5329","0.0119","25.0456"
"","8.7400","0.2894","0.5338","0.0116","25.0889"
"","8.7600","0.2900","0.5349","0.0114","25.1387"
"","8.7800","0.2907","0.5360","0.0113","25.1897"
"","8.8000","0.2914","0.5371","0.0111","25.2410"
"","8.8200","0.2921","0.5383","0.0107","25.2980"
"","8.8400","0.2928","0.5394","0.0105","25.3531"
"","8.8600","0.2935","0.5405","0.0103","25.4042"
"","8.8800","0.2941","0.5416","0.0109","25.4545"
"","8.9000","0.2948","0.5426","0.0134","25.5034"
"","8.9200","0.2954","0.5437","0.0146","25.5518"
"","8.9400","0.2961","0.5447","0.0146","25.6005"
"","8.9600","0.2968","0.5457","0.0141","25.6472"
"","8.9800","0.2974","0.5469","0.0137","25.7023"
"","9.0000","0.2981","0.5480","0.0136","25.7540"
"","9.0200","0.2988","0.5490","0.0134","25.8022"
"","9.0400","0.2995","0.5501","0.0131","25.8515"
"","9.0600","0.3002","0.5512","0.0129","25.9043"
"","9.0800","0.3009","0.5524","0.0126","25.9615"
"","9.1000","0.3015","0.5535","0.0124","26.0120"
"","9.1200","0.3022","0.5544","0.0120","26.0571"
"","9.1400","0.3028","0.5555","0.0118","26.1057"
"","9.1600","0.3035","0.5565","0.0123","26.1567"
"","9.1800","0.3041","0.5575","0.0147","26.2035"
"","9.2000","0.3047","0.5585","0.0159","26.2484"
"","9.2200","0.3054","0.5595","0.0159","26.2957"
"","9.2400","0.3061","0.5605","0.0157","26.3435"
"","9.2600","0.3068","0.5617","0.0152","26.3979"
"","9.2800","0.3074","0.5628","0.0150","26.4489"
"","9.3000","0.3081","0.5638","0.0148","26.4980"
"","9.3200","0.3088","0.5649","0.0144","26.5504"
"","9.3400","0.3095","0.5660","0.0141","26.6024"
"","9.3600","0.3101","0.5671","0.0139","26.6524"
"","9.3800","0.3108","0.5681","0.0137","26.7000"
"","9.4000","0.3114","0.5691","0.0136","26.7455"
"","9.4200","0.3120","0.5700","0.0133","26.7913"
"","9.4400","0.3127","0.5710","0.0139","26.8360"
"","9.4600","0.3133","0.5721","0.0163","26.8857"
"","9.4800","0.3140","0.5732","0.0175","26.9376"
"","9.5000","0.3147","0.5742","0.0174","26.9860"
"","9.5200","0.3154","0.5753","0.0171","27.0389"
"","9.5400","0.3161","0.5765","0.0167","27.0943"
"","9.5600","0.3168","0.5776","0.0164","27.1462"
"","9.5800","0.3175","0.5787","0.0161","27.1996"
"","9.6000","0.3182","0.5798","0.0160","27.2494"
"","9.6200","0.3188","0.5808","0.0157","27.2962"
"","9.6400","0.3195","0.5819","0.0154","27.3466"
"","9.6600","0.3201","0.5828","0.0151","27.3902"
"","9.6800","0.3208","0.5838","0.0150","27.4355"
"","9.7000","0.3214","0.5848","0.0147","27.4843"
"","9.7200","0.3221","0.5858","0.0156","27.5319"
"","9.7400","0.3228","0.5869","0.0180","27.5842"
"","9.7600","0.3235","0.5880","0.0189","27.6368"
"","9.7800","0.3242","0.5891","0.0188","27.6860"
"","9.8000","0.3249","0.5902","0.0184","27.7366"
"","9.8200","0.3256","0.5914","0.0179","27.7930"
"","9.8400","0.3262","0.5924","0.0176","27.8413"
"","9.8600","0.3269","0.5934","0.0173","27.8893"
"","9.8800","0.3275","0.5943","0.0168","27.9334"
"","9.9000","0.3282","0.5953","0.0165","27.9780"
"","9.9200","0.3288","0.5962","0.0164","28.0208"
"","9.9400","0.3294","0.5971","0.0163","28.0622"
"","9.9600","0.3301","0.5981","0.0159","28.1075"
"","9.9800","0.3307","0.5992","0.0156","28.1600"
"","10.0000","0.3314","0.6002","0.0169","28.2088"
"","10.0200","0.3321","0.6013","0.0191","28.2586"
"","10.0400","0.3327","0.6022","0.0199","28.3028"
"","10.0600","0.3334","0.6032","0.0196","28.3499"
"","10.0800","0.3341","0.6043","0.0193","28.4005"
"","10.1000","0.3347","0.6053","0.0189","28.4481"
"","10.1200","0.3354","0.6063","0.0186","28.4943"
"","10.1400","0.3360","0.6073","0.0184","28.5418"
"","10.1600","0.3367","0.6083","0.0181","28.5876"
"","10.1800","0.3374","0.6093","0.0177","28.6339"
"","10.2000","0.3380","0.6102","0.0174","28.6802"
"","10.2200","0.3387","0.6112","0.0172","28.7266"
"","10.2400","0.3394","0.6123","0.0169","28.7784"
"","10.2600","0.3401","0.6135","0.0167","28.8337"
"","10.2800","0.3408","0.6146","0.0186","28.8863"
"","10.3000","0.3415","0.6157","0.0205","28.9363"
"","10.3200","0.3421","0.6167","0.0211","28.9830"
"","10.3400","0.3428","0.6176","0.0211","29.0252"
"","10.3600","0.3435","0.6185","0.0207","29.0688"
"","10.3800","0.3441","0.6195","0.0202","29.1148"
"","10.4000","0.3448","0.6204","0.0198","29.1599"
"","10.4200","0.3454","0.6214","0.0196","29.2053"
"","10.4400","0.3461","0.6225","0.0194","29.2560"
"","10.4600","0.3468","0.6236","0.0192","29.3102"
"","10.4800","0.3475","0.6246","0.0190","29.3560"
"","10.5000","0.3482","0.6256","0.0187","29.4011"
"","10.5200","0.3488","0.6266","0.0184","29.4478"
"","10.5400","0.3495","0.6276","0.0181","29.4956"
"","10.5600","0.3501","0.6286","0.0196","29.5410"
"","10.5800","0.3508","0.6295","0.0219","29.5862"
"","10.6000","0.3514","0.6304","0.0225","29.6270"
"","10.6200","0.3520","0.6313","0.0223","29.6712"
"","10.6400","0.3527","0.6323","0.0217","29.7163"
"","10.6600","0.3534","0.6333","0.0212","29.7634"
"","10.6800","0.3540","0.6344","0.0211","29.8147"
"","10.7000","0.3547","0.6354","0.0209","29.8648"
"","10.7200","0.3554","0.6364","0.0206","29.9090"
"","10.7400","0.3561","0.6374","0.0204","29.9574"
"","10.7600","0.3568","0.6385","0.0201","30.0086"
"","10.7800","0.3575","0.6395","0.0198","30.0575"
"","10.8000","0.3582","0.6405","0.0195","30.1034"
"","10.8200","0.3588","0.6415","0.0195","30.1489"
"","10.8400","0.3595","0.6424","0.0208","30.1907"
"","10.8600","0.3601","0.6433","0.0231","30.2338"
"","10.8800","0.3608","0.6442","0.0236","30.2780"
"","10.9000","0.3614","0.6452","0.0234","30.3232"
"","10.9200","0.3621","0.6461","0.0230","30.3663"
"","10.9400","0.3628","0.6471","0.0227","30.4139"
"","10.9600","0.3635","0.6482","0.0225","30.4646"
"","10.9800","0.3642","0.6492","0.0222","30.5130"
"","11.0000","0.3648","0.6502","0.0219","30.5567"
"","11.0200","0.3655","0.6512","0.0216","30.6056"
"","11.0400","0.3662","0.6522","0.0214","30.6524"
"","11.0600","0.3668","0.6532","0.0212","30.6978"
"","11.0800","0.3675","0.6540","0.0209","30.7381"
"","11.1000","0.3681","0.6549","0.0208","30.7773"
"","11.1200","0.3687","0.6557","0.0222","30.8175"
"","11.1400","0.3693","0.6567","0.0242","30.8634"
"","11.1600","0.3700","0.6576","0.0247","30.9079"
"","11.1800","0.3707","0.6586","0.0245","30.9524"
"","11.2000","0.3713","0.6596","0.0242","30.9978"
"","11.2200","0.3720","0.6605","0.0238","31.0435"
"","11.2400","0.3727","0.6616","0.0236","31.0951"
"","11.2600","0.3734","0.6626","0.0232","31.1400"
"","11.2800","0.3741","0.6635","0.0229","31.1835"
"","11.3000","0.3747","0.6644","0.0227","31.2278"
"","11.3200","0.3754","0.6653","0.0225","31.2689"
"","11.3400","0.3761","0.6663","0.0223","31.3134"
"","11.3600","0.3767","0.6673","0.0220","31.3628"
"","11.3800","0.3774","0.6683","0.0217","31.4090"
"","11.4000","0.3781","0.6693","0.0235","31.4537"
"","11.4200","0.3787","0.6701","0.0255","31.4954"
"","11.4400","0.3794","0.6711","0.0260","31.5427"
"","11.4600","0.3801","0.6721","0.0257","31.5891"
"","11.4800","0.3808","0.6731","0.0254","31.6361"
"","11.5000","0.3815","0.6741","0.0251","31.6824"
"","11.5200","0.3822","0.6751","0.0248","31.7303"
"","11.5400","0.3829","0.6761","0.0245","31.7752"
"","11.5600","0.3835","0.6770","0.0243","31.8188"
"","11.5800","0.3842","0.6780","0.0239","31.8625"
"","11.6000","0.3848","0.6788","0.0236","31.9022"
"","11.6200","0.3855","0.6797","0.0234","31.9444"
"","11.6400","0.3861","0.6806","0.0231","31.9894"
"","11.6600","0.3868","0.6816","0.0230","32.0339"
"","11.6800","0.3875","0.6825","0.0252","32.0763"
"","11.7000","0.3882","0.6834","0.0268","32.1191"
"","11.7200","0.3888","0.6843","0.0272","32.1625"
"","11.7400","0.3895","0.6853","0.0268","32.2068"
"","11.7600","0.3902","0.6861","0.0264","32.2478"
"","11.7800","0.3908","0.6870","0.0261","32.2886"
"","11.8000","0.3914","0.6879","0.0257","32.3306"
"","11.8200","0.3920","0.6886","0.0254","32.3649"
"","11.8400","0.3927","0.6895","0.0251","32.4046"
"","11.8600","0.3933","0.6904","0.0248","32.4499"
"","11.8800","0.3940","0.6914","0.0247","32.4936"
"","11.9000","0.3946","0.6923","0.0243","32.5369"
"","11.9200","0.3953","0.6932","0.0240","32.5783"
"","11.9400","0.3960","0.6941","0.0242","32.6236"
"","11.9600","0.3967","0.6953","0.0264","32.6766"
"","11.9800","0.3974","0.6962","0.0278","32.7225"
"","12.0000","0.3981","0.6972","0.0281","32.7651"
"","12.0200","0.3988","0.6979","0.0277","32.8010"
"","12.0400","0.3994","0.6987","0.0274","32.8377"
"","12.0600","0.4001","0.6996","0.0269","32.8789"
"","12.0800","0.4007","0.7004","0.0265","32.9199"
"","12.1000","0.4014","0.7014","0.0264","32.9638"
"","12.1200","0.4021","0.7023","0.0261","33.0085"
"","12.1400","0.4028","0.7033","0.0258","33.0540"
"","12.1600","0.4035","0.7043","0.0255","33.0995"
"","12.1800","0.4042","0.7052","0.0252","33.1433"
"","12.2000","0.4048","0.7061","0.0251","33.1859"
"","12.2200","0.4055","0.7070","0.0254","33.2285"
"","12.2400","0.4062","0.7080","0.0277","33.2731"
"","12.2600","0.4069","0.7088","0.0291","33.3141"
"","12.2800","0.4075","0.7097","0.0292","33.3540"
"","12.3000","0.4081","0.7105","0.0287","33.3944"
"","12.3200","0.4088","0.7113","0.0282","33.4312"
"","12.3400","0.4094","0.7121","0.0278","33.4692"
"","12.3600","0.4100","0.7130","0.0276","33.5101"
"","12.3800","0.4107","0.7140","0.0274","33.5567"
"","12.4000","0.4114","0.7149","0.0271","33.5990"
"","12.4200","0.4121","0.7157","0.0268","33.6388"
"","12.4400","0.4128","0.7167","0.0265","33.6841"
"","12.4600","0.4135","0.7177","0.0263","33.7293"
"","12.4800","0.4141","0.7186","0.0260","33.7721"
"","12.5000","0.4148","0.7194","0.0264","33.8128"
"","12.5200","0.4154","0.7203","0.0288","33.8523"
"","12.5400","0.4161","0.7211","0.0301","33.8907"
"","12.5600","0.4168","0.7220","0.0302","33.9341"
"","12.5800","0.4174","0.7230","0.0299","33.9795"
"","12.6000","0.4181","0.7239","0.0295","34.0219"
"","12.6200","0.4187","0.7247","0.0290","34.0592"
"","12.6400","0.4194","0.7256","0.0286","34.1038"
"","12.6600","0.4201","0.7267","0.0283","34.1519"
"","12.6800","0.4208","0.7276","0.0281","34.1956"
"","12.7000","0.4215","0.7284","0.0278","34.2343"
"","12.7200","0.4222","0.7293","0.0275","34.2751"
"","12.7400","0.4228","0.7302","0.0274","34.3178"
"","12.7600","0.4235","0.7311","0.0271","34.3591"
"","12.7800","0.4241","0.7319","0.0272","34.3963"
"","12.8000","0.4248","0.7326","0.0294","34.4300"
"","12.8200","0.4254","0.7334","0.0310","34.4666"
"","12.8400","0.4261","0.7342","0.0312","34.5065"
"","12.8600","0.4267","0.7351","0.0308","34.5501"
"","12.8800","0.4274","0.7361","0.0305","34.5939"
"","12.9000","0.4281","0.7368","0.0300","34.6305"
"","12.9200","0.4288","0.7377","0.0295","34.6711"
"","12.9400","0.4294","0.7386","0.0294","34.7140"
"","12.9600","0.4301","0.7394","0.0292","34.7501"
"","12.9800","0.4308","0.7402","0.0289","34.7896"
"","13.0000","0.4314","0.7410","0.0286","34.8279"
"","13.0200","0.4320","0.7419","0.0286","34.8664"
"","13.0400","0.4327","0.7427","0.0283","34.9067"
"","13.0600","0.4333","0.7436","0.0279","34.9475"
"","13.0800","0.4340","0.7444","0.0299","34.9861"
"","13.1000","0.4347","0.7452","0.0316","35.0251"
"","13.1200","0.4354","0.7461","0.0320","35.0669"
"","13.1400","0.4361","0.7470","0.0319","35.1093"
"","13.1600","0.4368","0.7479","0.0315","35.1512"
"","13.1800","0.4375","0.7489","0.0309","35.1963"
"","13.2000","0.4382","0.7497","0.0306","35.2344"
"","13.2200","0.4388","0.7505","0.0302","35.2715"
"","13.2400","0.4395","0.7513","0.0299","35.3118"
"","13.2600","0.4401","0.7522","0.0296","35.3532"
"","13.2800","0.4408","0.7531","0.0294","35.3922"
"","13.3000","0.4414","0.7538","0.0292","35.4295"
"","13.3200","0.4421","0.7546","0.0290","35.4668"
"","13.3400","0.4428","0.7555","0.0288","35.5087"
"","13.3600","0.4435","0.7565","0.0311","35.5526"
"","13.3800","0.4442","0.7574","0.0328","35.5983"
"","13.4000","0.4449","0.7583","0.0330","35.6404"
"","13.4200","0.4456","0.7591","0.0325","35.6742"
"","13.4400","0.4462","0.7599","0.0320","35.7145"
"","13.4600","0.4469","0.7608","0.0315","35.7573"
"","13.4800","0.4476","0.7617","0.0313","35.7970"
"","13.5000","0.4482","0.7624","0.0311","35.8335"
"","13.5200","0.4488","0.7631","0.0307","35.8658"
"","13.5400","0.4494","0.7639","0.0304","35.8997"
"","13.5600","0.4501","0.7647","0.0302","35.9383"
"","13.5800","0.4507","0.7654","0.0300","35.9742"
"","13.6000","0.4514","0.7663","0.0298","36.0152"
"","13.6200","0.4521","0.7672","0.0301","36.0547"
"","13.6400","0.4528","0.7680","0.0323","36.0958"
"","13.6600","0.4534","0.7689","0.0336","36.1385"
"","13.6800","0.4541","0.7698","0.0336","36.1784"
"","13.7000","0.4548","0.7706","0.0333","36.2173"
"","13.7200","0.4554","0.7714","0.0328","36.2561"
"","13.7400","0.4560","0.7723","0.0325","36.2946"
"","13.7600","0.4567","0.7730","0.0320","36.3314"
"","13.7800","0.4574","0.7739","0.0318","36.3742"
"","13.8000","0.4580","0.7748","0.0316","36.4124"
"","13.8200","0.4587","0.7756","0.0313","36.4522"
"","13.8400","0.4594","0.7765","0.0309","36.4924"
"","13.8600","0.4601","0.7773","0.0307","36.5331"
"","13.8800","0.4608","0.7782","0.0306","36.5742"
"","13.9000","0.4615","0.7791","0.0310","36.6174"
"","13.9200","0.4622","0.7800","0.0335","36.6595"
"","13.9400","0.4628","0.7809","0.0346","36.7001"
"","13.9600","0.4635","0.7817","0.0345","36.7387"
"","13.9800","0.4641","0.7826","0.0341","36.7792"
"","14.0000","0.4648","0.7833","0.0338","36.8155"
"","14.0200","0.4654","0.7841","0.0332","36.8519"
"","14.0400","0.4661","0.7849","0.0329","36.8884"
"","14.0600","0.4668","0.7858","0.0327","36.9325"
"","14.0800","0.4674","0.7867","0.0325","36.9729"
"","14.1000","0.4681","0.7876","0.0322","37.0156"
"","14.1200","0.4688","0.7884","0.0318","37.0548"
"","14.1400","0.4695","0.7892","0.0316","37.0889"
"","14.1600","0.4701","0.7901","0.0313","37.1347"
"","14.1800","0.4708","0.7909","0.0318","37.1707"
"","14.2000","0.4714","0.7917","0.0343","37.2079"
"","14.2200","0.4721","0.7925","0.0353","37.2450"
"","14.2400","0.4727","0.7932","0.0352","37.2813"
"","14.2600","0.4733","0.7941","0.0349","37.3196"
"","14.2800","0.4740","0.7948","0.0345","37.3557"
"","14.3000","0.4747","0.7957","0.0341","37.3945"
"","14.3200","0.4754","0.7966","0.0336","37.4369"
"","14.3400","0.4761","0.7975","0.0333","37.4803"
"","14.3600","0.4768","0.7985","0.0330","37.5270"
"","14.3800","0.4775","0.7994","0.0329","37.5713"
"","14.4000","0.4782","0.8003","0.0327","37.6125"
"","14.4200","0.4789","0.8011","0.0325","37.6520"
