1,Time,Displacement,Force,Tensile strain (Strain 1),Tensile stress
,(s),(mm),(kN),(%),(MPa)
"","91.3200","3.0413","4.1973","0.0078","70.6008"
"","91.3400","3.0420","4.1980","0.0076","70.6121"
"","91.3600","3.0426","4.1988","0.0073","70.6255"
"","91.3800","3.0433","4.1996","0.0072","70.6389"
"","91.4000","3.0440","4.2003","0.0068","70.6516"
"","91.4200","3.0446","4.2011","0.0066","70.6641"
"","91.4400","3.0453","4.2019","0.0076","70.6776"
"","91.4600","3.0461","4.2029","0.0100","70.6938"
"","91.4800","3.0468","4.2037","0.0110","70.7086"
"","91.5000","3.0474","4.2044","0.0108","70.7194"
"","91.5200","3.0481","4.2050","0.0104","70.7298"
"","91.5400","3.0487","4.2057","0.0101","70.7423"
"","91.5600","3.0494","4.2065","0.0099","70.7546"
"","91.5800","3.0500","4.2071","0.0095","70.7652"
"","91.6000","3.0507","4.2078","0.0092","70.7776"
"","91.6200","3.0513","4.2085","0.0090","70.7882"
"","91.6400","3.0520","4.2092","0.0086","70.8011"
"","91.6600","3.0527","4.2101","0.0084","70.8159"
"","91.6800","3.0535","4.2111","0.0081","70.8319"
"","91.7000","3.0541","4.2120","0.0077","70.8472"
"","91.7200","3.0548","4.2127","0.0074","70.8593"
"","91.7400","3.0555","4.2134","0.0072","70.8707"
"","91.7600","3.0562","4.2142","0.0070","70.8840"
"","91.7800","3.0568","4.2149","0.0068","70.8962"
"","91.8000","3.0574","4.2154","0.0088","70.9052"
"","91.8200","3.0581","4.2159","0.0107","70.9132"
"","91.8400","3.0587","4.2164","0.0111","70.9224"
"","91.8600","3.0593","4.2172","0.0109","70.9350"
"","91.8800","3.0600","4.2180","0.0104","70.9478"
"","91.9000","3.0607","4.2187","0.0099","70.9607"
"","91.9200","3.0614","4.2196","0.0096","70.9753"
"","91.9400","3.0621","4.2205","0.0092","70.9904"
"","91.9600","3.0628","4.2213","0.0089","71.0038"
"","91.9800","3.0635","4.2220","0.0087","71.0164"
"","92.0000","3.0641","4.2227","0.0084","71.0269"
"","92.0200","3.0648","4.2233","0.0082","71.0378"
"","92.0400","3.0654","4.2241","0.0079","71.0505"
"","92.0600","3.0661","4.2249","0.0076","71.0654"
"","92.0800","3.0668","4.2257","0.0074","71.0774"
"","92.1000","3.0674","4.2263","0.0073","71.0875"
"","92.1200","3.0681","4.2269","0.0071","71.0979"
"","92.1400","3.0687","4.2278","0.0072","71.1126"
"","92.1600","3.0694","4.2286","0.0096","71.1268"
"","92.1800","3.0702","4.2293","0.0110","71.1390"
"","92.2000","3.0708","4.2301","0.0111","71.1520"
"","92.2200","3.0715","4.2308","0.0107","71.1635"
"","92.2400","3.0721","4.2315","0.0103","71.1753"
"","92.2600","3.0728","4.2322","0.0101","71.1872"
"","92.2800","3.0734","4.2328","0.0097","71.1971"
"","92.3000","3.0741","4.2334","0.0094","71.2069"
"","92.3200","3.0747","4.2341","0.0091","71.2187"
"","92.3400","3.0754","4.2348","0.0088","71.2317"
"","92.3600","3.0761","4.2357","0.0086","71.2464"
"","92.3800","3.0768","4.2364","0.0083","71.2584"
"","92.4000","3.0774","4.2371","0.0082","71.2698"
"","92.4200","3.0781","4.2378","0.0080","71.2820"
"","92.4400","3.0787","4.2385","0.0077","71.2934"
"","92.4600","3.0794","4.2392","0.0073","71.3058"
"","92.4800","3.0801","4.2399","0.0070","71.3178"
"","92.5000","3.0807","4.2406","0.0077","71.3290"
"","92.5200","3.0814","4.2412","0.0100","71.3383"
"","92.5400","3.0820","4.2418","0.0111","71.3496"
"","92.5600","3.0827","4.2425","0.0112","71.3613"
"","92.5800","3.0833","4.2433","0.0109","71.3745"
"","92.6000","3.0840","4.2441","0.0105","71.3873"
"","92.6200","3.0847","4.2449","0.0098","71.4012"
"","92.6400","3.0854","4.2458","0.0096","71.4169"
"","92.6600","3.0861","4.2467","0.0094","71.4309"
"","92.6800","3.0868","4.2475","0.0091","71.4446"
"","92.7000","3.0875","4.2483","0.0088","71.4579"
"","92.7200","3.0881","4.2489","0.0085","71.4679"
"","92.7400","3.0888","4.2496","0.0081","71.4793"
"","92.7600","3.0894","4.2503","0.0078","71.4913"
"","92.7800","3.0901","4.2510","0.0076","71.5035"
"","92.8000","3.0908","4.2517","0.0076","71.5157"
"","92.8200","3.0914","4.2524","0.0073","71.5275"
"","92.8400","3.0921","4.2532","0.0072","71.5406"
"","92.8600","3.0928","4.2540","0.0095","71.5548"
"","92.8800","3.0935","4.2549","0.0110","71.5693"
"","92.9000","3.0942","4.2557","0.0111","71.5828"
"","92.9200","3.0949","4.2565","0.0108","71.5958"
"","92.9400","3.0955","4.2572","0.0104","71.6072"
"","92.9600","3.0962","4.2578","0.0100","71.6182"
"","92.9800","3.0968","4.2584","0.0098","71.6289"
"","93.0000","3.0975","4.2590","0.0095","71.6390"
"","93.0200","3.0981","4.2595","0.0091","71.6468"
"","93.0400","3.0987","4.2599","0.0087","71.6538"
"","93.0600","3.0993","4.2607","0.0085","71.6663"
"","93.0800","3.1000","4.2614","0.0083","71.6792"
"","93.1000","3.1007","4.2623","0.0081","71.6932"
"","93.1200","3.1014","4.2631","0.0078","71.7070"
"","93.1400","3.1020","4.2639","0.0074","71.7204"
"","93.1600","3.1027","4.2646","0.0071","71.7326"
"","93.1800","3.1034","4.2654","0.0070","71.7451"
"","93.2000","3.1040","4.2660","0.0091","71.7557"
"","93.2200","3.1047","4.2666","0.0108","71.7659"
"","93.2400","3.1053","4.2673","0.0112","71.7775"
"","93.2600","3.1060","4.2680","0.0110","71.7899"
"","93.2800","3.1067","4.2688","0.0107","71.8036"
"","93.3000","3.1073","4.2696","0.0104","71.8158"
"","93.3200","3.1080","4.2702","0.0099","71.8268"
"","93.3400","3.1087","4.2709","0.0095","71.8392"
"","93.3600","3.1094","4.2718","0.0091","71.8543"
"","93.3800","3.1101","4.2728","0.0089","71.8697"
"","93.4000","3.1108","4.2736","0.0086","71.8846"
"","93.4200","3.1115","4.2744","0.0083","71.8969"
"","93.4400","3.1121","4.2751","0.0081","71.9083"
"","93.4600","3.1128","4.2758","0.0080","71.9206"
"","93.4800","3.1134","4.2764","0.0076","71.9316"
"","93.5000","3.1141","4.2771","0.0071","71.9426"
"","93.5200","3.1147","4.2778","0.0069","71.9544"
"","93.5400","3.1154","4.2785","0.0091","71.9657"
"","93.5600","3.1161","4.2793","0.0108","71.9796"
"","93.5800","3.1168","4.2801","0.0112","71.9931"
"","93.6000","3.1175","4.2808","0.0109","72.0049"
"","93.6200","3.1181","4.2816","0.0105","72.0184"
"","93.6400","3.1188","4.2822","0.0103","72.0293"
"","93.6600","3.1195","4.2829","0.0100","72.0403"
"","93.6800","3.1201","4.2837","0.0096","72.0529"
"","93.7000","3.1208","4.2843","0.0093","72.0645"
"","93.7200","3.1214","4.2850","0.0091","72.0756"
"","93.7400","3.1220","4.2855","0.0086","72.0847"
"","93.7600","3.1227","4.2861","0.0083","72.0941"
"","93.7800","3.1233","4.2869","0.0081","72.1081"
"","93.8000","3.1240","4.2877","0.0079","72.1212"
"","93.8200","3.1247","4.2885","0.0075","72.1344"
"","93.8400","3.1254","4.2894","0.0073","72.1488"
"","93.8600","3.1261","4.2902","0.0070","72.1632"
"","93.8800","3.1269","4.2912","0.0086","72.1790"
"","93.9000","3.1275","4.2919","0.0108","72.1915"
"","93.9200","3.1282","4.2925","0.0116","72.2021"
"","93.9400","3.1288","4.2932","0.0114","72.2133"
"","93.9600","3.1295","4.2938","0.0111","72.2239"
"","93.9800","3.1301","4.2944","0.0107","72.2341"
"","94.0000","3.1307","4.2950","0.0103","72.2436"
"","94.0200","3.1314","4.2956","0.0097","72.2547"
"","94.0400","3.1320","4.2964","0.0094","72.2675"
"","94.0600","3.1327","4.2972","0.0091","72.2813"
"","94.0800","3.1334","4.2982","0.0088","72.2971"
"","94.1000","3.1341","4.2991","0.0085","72.3124"
"","94.1200","3.1348","4.2998","0.0081","72.3253"
"","94.1400","3.1355","4.3005","0.0078","72.3367"
"","94.1600","3.1361","4.3013","0.0076","72.3490"
"","94.1800","3.1368","4.3019","0.0075","72.3592"
"","94.2000","3.1374","4.3024","0.0070","72.3686"
"","94.2200","3.1380","4.3030","0.0076","72.3778"
"","94.2400","3.1386","4.3035","0.0101","72.3864"
"","94.2600","3.1393","4.3042","0.0111","72.3979"
"","94.2800","3.1399","4.3050","0.0110","72.4121"
"","94.3000","3.1406","4.3058","0.0106","72.4255"
"","94.3200","3.1413","4.3066","0.0103","72.4389"
"","94.3400","3.1420","4.3074","0.0100","72.4519"
"","94.3600","3.1427","4.3083","0.0096","72.4668"
"","94.3800","3.1434","4.3091","0.0091","72.4808"
"","94.4000","3.1441","4.3097","0.0088","72.4914"
"","94.4200","3.1447","4.3103","0.0086","72.5019"
"","94.4400","3.1454","4.3111","0.0082","72.5143"
"","94.4600","3.1461","4.3118","0.0080","72.5256"
"","94.4800","3.1467","4.3126","0.0077","72.5391"
"","94.5000","3.1474","4.3133","0.0075","72.5522"
"","94.5200","3.1480","4.3140","0.0071","72.5631"
"","94.5400","3.1487","4.3147","0.0068","72.5745"
"","94.5600","3.1494","4.3155","0.0074","72.5889"
"","94.5800","3.1501","4.3165","0.0099","72.6056"
"","94.6000","3.1509","4.3173","0.0110","72.6191"
"","94.6200","3.1515","4.3180","0.0109","72.6303"
"","94.6400","3.1522","4.3187","0.0106","72.6424"
"","94.6600","3.1528","4.3194","0.0102","72.6543"
"","94.6800","3.1535","4.3200","0.0098","72.6646"
"","94.7000","3.1541","4.3207","0.0094","72.6758"
"","94.7200","3.1548","4.3214","0.0090","72.6876"
"","94.7400","3.1555","4.3221","0.0086","72.6991"
"","94.7600","3.1561","4.3229","0.0084","72.7123"
"","94.7800","3.1568","4.3235","0.0083","72.7237"
"","94.8000","3.1575","4.3243","0.0081","72.7359"
"","94.8200","3.1582","4.3250","0.0079","72.7477"
"","94.8400","3.1588","4.3256","0.0076","72.7592"
"","94.8600","3.1595","4.3264","0.0073","72.7714"
"","94.8800","3.1601","4.3271","0.0070","72.7830"
"","94.9000","3.1608","4.3278","0.0068","72.7947"
"","94.9200","3.1614","4.3282","0.0087","72.8030"
"","94.9400","3.1620","4.3288","0.0106","72.8121"
"","94.9600","3.1626","4.3294","0.0111","72.8221"
"","94.9800","3.1633","4.3301","0.0108","72.8347"
"","95.0000","3.1640","4.3310","0.0104","72.8497"
"","95.0200","3.1647","4.3319","0.0102","72.8644"
"","95.0400","3.1653","4.3326","0.0099","72.8765"
"","95.0600","3.1660","4.3334","0.0097","72.8901"
"","95.0800","3.1667","4.3343","0.0094","72.9055"
"","95.1000","3.1674","4.3351","0.0090","72.9181"
"","95.1200","3.1681","4.3357","0.0086","72.9284"
"","95.1400","3.1687","4.3363","0.0082","72.9382"
"","95.1600","3.1694","4.3369","0.0079","72.9489"
"","95.1800","3.1700","4.3375","0.0077","72.9593"
"","95.2000","3.1707","4.3383","0.0075","72.9718"
"","95.2200","3.1713","4.3390","0.0073","72.9835"
"","95.2400","3.1720","4.3397","0.0071","72.9961"
"","95.2600","3.1727","4.3406","0.0068","73.0110"
"","95.2800","3.1734","4.3416","0.0082","73.0270"
"","95.3000","3.1742","4.3425","0.0104","73.0428"
"","95.3200","3.1748","4.3432","0.0114","73.0553"
"","95.3400","3.1755","4.3440","0.0112","73.0672"
"","95.3600","3.1762","4.3447","0.0105","73.0797"
"","95.3800","3.1768","4.3454","0.0100","73.0913"
"","95.4000","3.1775","4.3460","0.0097","73.1013"
"","95.4200","3.1781","4.3465","0.0096","73.1092"
"","95.4400","3.1787","4.3469","0.0094","73.1170"
"","95.4600","3.1793","4.3476","0.0090","73.1281"
"","95.4800","3.1800","4.3484","0.0087","73.1415"
"","95.5000","3.1807","4.3491","0.0084","73.1541"
"","95.5200","3.1814","4.3499","0.0082","73.1670"
"","95.5400","3.1821","4.3508","0.0080","73.1815"
"","95.5600","3.1828","4.3517","0.0078","73.1971"
"","95.5800","3.1835","4.3524","0.0076","73.2092"
"","95.6000","3.1841","4.3531","0.0072","73.2206"
"","95.6200","3.1848","4.3537","0.0069","73.2317"
"","95.6400","3.1854","4.3543","0.0078","73.2411"
"","95.6600","3.1861","4.3551","0.0101","73.2539"
"","95.6800","3.1867","4.3559","0.0111","73.2674"
"","95.7000","3.1874","4.3564","0.0111","73.2771"
"","95.7200","3.1880","4.3570","0.0107","73.2873"
"","95.7400","3.1887","4.3578","0.0103","73.3000"
"","95.7600","3.1894","4.3587","0.0100","73.3144"
"","95.7800","3.1901","4.3596","0.0095","73.3303"
"","95.8000","3.1908","4.3604","0.0094","73.3441"
"","95.8200","3.1915","4.3613","0.0091","73.3586"
"","95.8400","3.1922","4.3620","0.0088","73.3702"
"","95.8600","3.1928","4.3625","0.0086","73.3784"
"","95.8800","3.1935","4.3630","0.0082","73.3881"
"","95.9000","3.1941","4.3637","0.0078","73.3995"
"","95.9200","3.1947","4.3643","0.0076","73.4095"
"","95.9400","3.1954","4.3649","0.0074","73.4200"
"","95.9600","3.1960","4.3656","0.0072","73.4313"
"","95.9800","3.1967","4.3663","0.0069","73.4429"
"","96.0000","3.1974","4.3671","0.0086","73.4570"
"","96.0200","3.1981","4.3679","0.0105","73.4694"
"","96.0400","3.1987","4.3687","0.0111","73.4829"
"","96.0600","3.1994","4.3694","0.0109","73.4946"
"","96.0800","3.2001","4.3701","0.0105","73.5071"
"","96.1000","3.2008","4.3708","0.0102","73.5195"
"","96.1200","3.2014","4.3713","0.0100","73.5277"
"","96.1400","3.2020","4.3719","0.0096","73.5367"
"","96.1600","3.2027","4.3725","0.0092","73.5478"
"","96.1800","3.2033","4.3732","0.0090","73.5596"
"","96.2000","3.2040","4.3741","0.0087","73.5735"
"","96.2200","3.2047","4.3748","0.0084","73.5862"
"","96.2400","3.2054","4.3756","0.0081","73.5999"
"","96.2600","3.2061","4.3765","0.0079","73.6150"
"","96.2800","3.2068","4.3774","0.0077","73.6304"
"","96.3000","3.2075","4.3783","0.0073","73.6443"
"","96.3200","3.2082","4.3790","0.0070","73.6569"
"","96.3400","3.2088","4.3797","0.0073","73.6680"
"","96.3600","3.2095","4.3803","0.0097","73.6792"
"","96.3800","3.2102","4.3810","0.0111","73.6898"
"","96.4000","3.2108","4.3816","0.0111","73.7002"
"","96.4200","3.2114","4.3822","0.0109","73.7108"
"","96.4400","3.2121","4.3829","0.0105","73.7219"
"","96.4600","3.2128","4.3836","0.0100","73.7342"
"","96.4800","3.2135","4.3845","0.0096","73.7486"
"","96.5000","3.2142","4.3853","0.0094","73.7625"
"","96.5200","3.2149","4.3860","0.0091","73.7750"
"","96.5400","3.2155","4.3868","0.0089","73.7881"
"","96.5600","3.2162","4.3876","0.0088","73.8019"
"","96.5800","3.2169","4.3883","0.0085","73.8131"
"","96.6000","3.2175","4.3888","0.0081","73.8222"
"","96.6200","3.2182","4.3894","0.0076","73.8313"
"","96.6400","3.2188","4.3899","0.0075","73.8406"
"","96.6600","3.2194","4.3905","0.0072","73.8502"
"","96.6800","3.2200","4.3911","0.0071","73.8598"
"","96.7000","3.2207","4.3917","0.0086","73.8708"
"","96.7200","3.2213","4.3924","0.0105","73.8814"
"","96.7400","3.2220","4.3931","0.0111","73.8940"
"","96.7600","3.2227","4.3940","0.0110","73.9086"
"","96.7800","3.2234","4.3947","0.0107","73.9208"
"","96.8000","3.2240","4.3954","0.0102","73.9326"
"","96.8200","3.2247","4.3961","0.0099","73.9442"
"","96.8400","3.2253","4.3967","0.0096","73.9546"
"","96.8600","3.2260","4.3974","0.0092","73.9660"
"","96.8800","3.2267","4.3981","0.0089","73.9774"
"","96.9000","3.2273","4.3989","0.0087","73.9910"
"","96.9200","3.2280","4.3996","0.0084","74.0036"
"","96.9400","3.2286","4.4002","0.0081","74.0131"
"","96.9600","3.2293","4.4010","0.0079","74.0264"
"","96.9800","3.2300","4.4019","0.0076","74.0411"
"","97.0000","3.2307","4.4026","0.0072","74.0544"
"","97.0200","3.2314","4.4034","0.0071","74.0670"
"","97.0400","3.2321","4.4041","0.0083","74.0792"
"","97.0600","3.2328","4.4048","0.0105","74.0904"
"","97.0800","3.2334","4.4056","0.0112","74.1040"
"","97.1000","3.2341","4.4063","0.0110","74.1160"
"","97.1200","3.2348","4.4070","0.0106","74.1270"
"","97.1400","3.2354","4.4076","0.0103","74.1380"
"","97.1600","3.2361","4.4083","0.0100","74.1487"
"","97.1800","3.2368","4.4091","0.0097","74.1634"
"","97.2000","3.2375","4.4099","0.0095","74.1761"
"","97.2200","3.2381","4.4105","0.0090","74.1872"
"","97.2400","3.2388","4.4112","0.0087","74.1988"
"","97.2600","3.2394","4.4119","0.0084","74.2094"
"","97.2800","3.2401","4.4125","0.0082","74.2200"
"","97.3000","3.2407","4.4132","0.0079","74.2312"
"","97.3200","3.2414","4.4139","0.0076","74.2431"
"","97.3400","3.2420","4.4145","0.0074","74.2536"
"","97.3600","3.2427","4.4151","0.0069","74.2632"
"","97.3800","3.2433","4.4158","0.0074","74.2751"
"","97.4000","3.2440","4.4166","0.0099","74.2889"
"","97.4200","3.2447","4.4173","0.0111","74.3007"
"","97.4400","3.2454","4.4181","0.0111","74.3136"
"","97.4600","3.2461","4.4189","0.0109","74.3284"
"","97.4800","3.2468","4.4198","0.0105","74.3432"
"","97.5000","3.2475","4.4206","0.0101","74.3569"
"","97.5200","3.2482","4.4212","0.0099","74.3667"
"","97.5400","3.2488","4.4217","0.0095","74.3755"
"","97.5600","3.2494","4.4224","0.0094","74.3859"
"","97.5800","3.2501","4.4231","0.0090","74.3978"
"","97.6000","3.2507","4.4237","0.0085","74.4084"
"","97.6200","3.2514","4.4243","0.0083","74.4184"
"","97.6400","3.2521","4.4249","0.0082","74.4286"
"","97.6600","3.2527","4.4257","0.0080","74.4415"
"","97.6800","3.2534","4.4266","0.0078","74.4575"
"","97.7000","3.2542","4.4275","0.0073","74.4717"
"","97.7200","3.2548","4.4282","0.0071","74.4836"
"","97.7400","3.2555","4.4288","0.0089","74.4951"
"","97.7600","3.2561","4.4295","0.0108","74.5067"
"","97.7800","3.2568","4.4302","0.0114","74.5187"
"","97.8000","3.2575","4.4308","0.0111","74.5286"
"","97.8200","3.2581","4.4312","0.0105","74.5354"
"","97.8400","3.2587","4.4318","0.0102","74.5449"
"","97.8600","3.2593","4.4325","0.0100","74.5560"
"","97.8800","3.2600","4.4332","0.0096","74.5676"
"","97.9000","3.2607","4.4339","0.0094","74.5805"
"","97.9200","3.2613","4.4347","0.0091","74.5943"
"","97.9400","3.2620","4.4355","0.0088","74.6077"
"","97.9600","3.2627","4.4363","0.0086","74.6208"
"","97.9800","3.2634","4.4371","0.0083","74.6337"
"","98.0000","3.2641","4.4379","0.0081","74.6471"
"","98.0200","3.2648","4.4385","0.0078","74.6572"
"","98.0400","3.2654","4.4391","0.0076","74.6668"
"","98.0600","3.2661","4.4397","0.0074","74.6784"
"","98.0800","3.2667","4.4404","0.0081","74.6898"
"","98.1000","3.2674","4.4411","0.0103","74.7005"
"","98.1200","3.2681","4.4418","0.0114","74.7123"
"","98.1400","3.2687","4.4425","0.0115","74.7242"
"","98.1600","3.2694","4.4433","0.0110","74.7375"
"","98.1800","3.2701","4.4442","0.0106","74.7531"
"","98.2000","3.2708","4.4450","0.0102","74.7675"
"","98.2200","3.2715","4.4458","0.0098","74.7810"
"","98.2400","3.2722","4.4465","0.0096","74.7923"
"","98.2600","3.2729","4.4473","0.0093","74.8048"
"","98.2800","3.2735","4.4479","0.0090","74.8164"
"","98.3000","3.2742","4.4486","0.0088","74.8270"
"","98.3200","3.2748","4.4491","0.0084","74.8366"
"","98.3400","3.2755","4.4497","0.0081","74.8466"
"","98.3600","3.2761","4.4504","0.0079","74.8570"
"","98.3800","3.2768","4.4511","0.0075","74.8697"
"","98.4000","3.2775","4.4519","0.0072","74.8824"
"","98.4200","3.2781","4.4526","0.0071","74.8942"
"","98.4400","3.2788","4.4532","0.0094","74.9052"
"","98.4600","3.2795","4.4538","0.0111","74.9157"
"","98.4800","3.2801","4.4545","0.0115","74.9271"
"","98.5000","3.2808","4.4552","0.0112","74.9389"
"","98.5200","3.2814","4.4558","0.0107","74.9478"
"","98.5400","3.2820","4.4563","0.0104","74.9561"
"","98.5600","3.2826","4.4568","0.0101","74.9651"
"","98.5800","3.2833","4.4575","0.0097","74.9768"
"","98.6000","3.2840","4.4582","0.0093","74.9892"
"","98.6200","3.2846","4.4589","0.0091","75.0002"
"","98.6400","3.2853","4.4595","0.0089","75.0114"
"","98.6600","3.2860","4.4604","0.0086","75.0257"
"","98.6800","3.2867","4.4613","0.0083","75.0407"
"","98.7000","3.2874","4.4622","0.0080","75.0563"
"","98.7200","3.2881","4.4629","0.0078","75.0687"
"","98.7400","3.2887","4.4636","0.0076","75.0796"
"","98.7600","3.2894","4.4643","0.0072","75.0914"
"","98.7800","3.2901","4.4650","0.0086","75.1026"
"","98.8000","3.2907","4.4656","0.0108","75.1130"
"","98.8200","3.2914","4.4662","0.0115","75.1235"
"","98.8400","3.2920","4.4668","0.0113","75.1339"
"","98.8600","3.2927","4.4676","0.0109","75.1463"
"","98.8800","3.2934","4.4684","0.0105","75.1600"
"","98.9000","3.2941","4.4692","0.0101","75.1744"
"","98.9200","3.2948","4.4700","0.0098","75.1878"
"","98.9400","3.2955","4.4707","0.0097","75.1994"
"","98.9600","3.2962","4.4714","0.0094","75.2111"
"","98.9800","3.2968","4.4722","0.0090","75.2238"
"","99.0000","3.2975","4.4728","0.0086","75.2342"
"","99.0200","3.2981","4.4734","0.0082","75.2449"
"","99.0400","3.2988","4.4739","0.0079","75.2535"
"","99.0600","3.2994","4.4744","0.0077","75.2608"
"","99.0800","3.3000","4.4749","0.0075","75.2706"
"","99.1000","3.3007","4.4757","0.0073","75.2827"
"","99.1200","3.3014","4.4765","0.0073","75.2959"
"","99.1400","3.3021","4.4772","0.0098","75.3093"
"","99.1600","3.3028","4.4781","0.0113","75.3232"
"","99.1800","3.3034","4.4788","0.0115","75.3361"
"","99.2000","3.3041","4.4796","0.0111","75.3482"
"","99.2200","3.3048","4.4802","0.0106","75.3596"
"","99.2400","3.3054","4.4808","0.0103","75.3692"
"","99.2600","3.3061","4.4815","0.0101","75.3809"
"","99.2800","3.3068","4.4822","0.0098","75.3929"
"","99.3000","3.3074","4.4830","0.0096","75.4057"
"","99.3200","3.3081","4.4836","0.0093","75.4164"
"","99.3400","3.3087","4.4842","0.0089","75.4261"
"","99.3600","3.3094","4.4849","0.0087","75.4378"
"","99.3800","3.3101","4.4857","0.0084","75.4509"
"","99.4000","3.3108","4.4865","0.0081","75.4657"
"","99.4200","3.3115","4.4873","0.0078","75.4787"
"","99.4400","3.3122","4.4880","0.0075","75.4900"
"","99.4600","3.3128","4.4887","0.0071","75.5013"
"","99.4800","3.3135","4.4893","0.0076","75.5121"
"","99.5000","3.3141","4.4900","0.0101","75.5230"
"","99.5200","3.3148","4.4906","0.0114","75.5339"
"","99.5400","3.3154","4.4911","0.0115","75.5423"
"","99.5600","3.3160","4.4917","0.0111","75.5529"
"","99.5800","3.3167","4.4925","0.0108","75.5662"
"","99.6000","3.3174","4.4933","0.0104","75.5794"
"","99.6200","3.3181","4.4940","0.0102","75.5912"
"","99.6400","3.3187","4.4947","0.0098","75.6020"
"","99.6600","3.3194","4.4953","0.0095","75.6121"
"","99.6800","3.3201","4.4960","0.0092","75.6239"
"","99.7000","3.3207","4.4967","0.0089","75.6364"
"","99.7200","3.3214","4.4973","0.0087","75.6471"
"","99.7400","3.3220","4.4980","0.0083","75.6582"
"","99.7600","3.3227","4.4986","0.0080","75.6679"
"","99.7800","3.3233","4.4992","0.0079","75.6781"
"","99.8000","3.3240","4.4999","0.0076","75.6904"
"","99.8200","3.3247","4.5006","0.0073","75.7026"
"","99.8400","3.3254","4.5014","0.0080","75.7152"
"","99.8600","3.3260","4.5021","0.0105","75.7266"
"","99.8800","3.3267","4.5029","0.0116","75.7407"
"","99.9000","3.3275","4.5038","0.0116","75.7563"
"","99.9200","3.3282","4.5046","0.0112","75.7694"
"","99.9400","3.3288","4.5053","0.0107","75.7805"
"","99.9600","3.3295","4.5059","0.0102","75.7914"
"","99.9800","3.3301","4.5065","0.0100","75.8006"
"","100.0000","3.3308","4.5071","0.0099","75.8111"
"","100.0200","3.3314","4.5078","0.0095","75.8229"
"","100.0400","3.3321","4.5085","0.0092","75.8343"
"","100.0600","3.3327","4.5091","0.0090","75.8455"
"","100.0800","3.3334","4.5099","0.0088","75.8588"
"","100.1000","3.3342","4.5108","0.0085","75.8739"
"","100.1200","3.3349","4.5117","0.0081","75.8888"
"","100.1400","3.3356","4.5123","0.0077","75.8987"
"","100.1600","3.3362","4.5130","0.0075","75.9107"
"","100.1800","3.3369","4.5137","0.0074","75.9229"
"","100.2000","3.3376","4.5144","0.0073","75.9338"
"","100.2200","3.3382","4.5150","0.0097","75.9439"
"","100.2400","3.3388","4.5155","0.0113","75.9526"
"","100.2600","3.3394","4.5160","0.0116","75.9614"
"","100.2800","3.3400","4.5166","0.0113","75.9714"
"","100.3000","3.3407","4.5172","0.0109","75.9807"
"","100.3200","3.3414","4.5178","0.0105","75.9916"
"","100.3400","3.3420","4.5186","0.0102","76.0045"
"","100.3600","3.3427","4.5194","0.0099","76.0188"
"","100.3800","3.3434","4.5202","0.0096","76.0317"
"","100.4000","3.3441","4.5209","0.0093","76.0430"
"","100.4200","3.3447","4.5215","0.0091","76.0536"
"","100.4400","3.3454","4.5221","0.0089","76.0631"
"","100.4600","3.3460","4.5227","0.0086","76.0733"
"","100.4800","3.3467","4.5233","0.0082","76.0843"
"","100.5000","3.3474","4.5241","0.0079","76.0966"
"","100.5200","3.3480","4.5248","0.0077","76.1083"
"","100.5400","3.3487","4.5254","0.0074","76.1199"
"","100.5600","3.3493","4.5261","0.0072","76.1304"
"","100.5800","3.3500","4.5268","0.0091","76.1421"
"","100.6000","3.3507","4.5277","0.0111","76.1573"
"","100.6200","3.3514","4.5286","0.0114","76.1729"
"","100.6400","3.3521","4.5294","0.0113","76.1862"
"","100.6600","3.3528","4.5301","0.0109","76.1984"
"","100.6800","3.3535","4.5307","0.0107","76.2079"
"","100.7000","3.3541","4.5314","0.0104","76.2196"
"","100.7200","3.3548","4.5319","0.0099","76.2293"
"","100.7400","3.3554","4.5326","0.0097","76.2396"
"","100.7600","3.3561","4.5332","0.0095","76.2507"
"","100.7800","3.3567","4.5340","0.0091","76.2633"
"","100.8000","3.3574","4.5347","0.0087","76.2762"
"","100.8200","3.3581","4.5355","0.0085","76.2890"
"","100.8400","3.3588","4.5361","0.0084","76.2996"
"","100.8600","3.3594","4.5368","0.0082","76.3116"
"","100.8800","3.3601","4.5377","0.0078","76.3261"
"","100.9000","3.3608","4.5384","0.0074","76.3386"
"","100.9200","3.3614","4.5391","0.0078","76.3493"
"","100.9400","3.3621","4.5396","0.0102","76.3581"
"","100.9600","3.3627","4.5401","0.0116","76.3668"
"","100.9800","3.3633","4.5407","0.0118","76.3772"
"","101.0000","3.3640","4.5414","0.0113","76.3881"
"","101.0200","3.3647","4.5421","0.0108","76.3998"
"","101.0400","3.3654","4.5428","0.0103","76.4126"
"","101.0600","3.3660","4.5436","0.0101","76.4245"
"","101.0800","3.3668","4.5444","0.0099","76.4390"
"","101.1000","3.3675","4.5453","0.0096","76.4531"
"","101.1200","3.3682","4.5461","0.0094","76.4666"
"","101.1400","3.3688","4.5467","0.0091","76.4783"
"","101.1600","3.3695","4.5473","0.0087","76.4872"
"","101.1800","3.3701","4.5479","0.0085","76.4971"
"","101.2000","3.3708","4.5485","0.0083","76.5079"
"","101.2200","3.3714","4.5491","0.0081","76.5178"
"","101.2400","3.3720","4.5497","0.0077","76.5278"
"","101.2600","3.3727","4.5503","0.0075","76.5386"
